feature1,feature2,target
2.496714153011233,0.5846292579495858,0
1.8617356988288154,1.579354677234641,0
2.6476885381006925,1.6572854834732305,0
3.5230298564080256,1.197722730778381,0
1.765846625276664,1.8387142883339909,0
1.7658630430508195,2.4040508568145382,0
3.5792128155073915,3.8861859012105304,0
2.767434729152909,2.174577812831839,0
1.5305256140650478,2.2575503907227645,0
2.5425600435859645,1.9255540842338328,0
1.5365823071875377,0.08122878470095851,0
1.534270246429743,1.973486124550783,0
2.241962271566034,2.0602302099410266,0
0.08671975534220211,4.463242112485286,0
0.27508216748696723,1.8076390352188776,0
1.4377124707590272,2.3015473423336124,0
0.9871688796655762,1.9652882302947567,0
2.314247332595274,0.831321962380468,0
1.0919759244787892,3.1428228145150205,0
0.5876962986647085,2.7519330326867744,0
3.465648768921554,2.791031947043047,0
1.7742236995134644,1.090612545205261,0
2.0675282046879238,3.402794310936099,0
0.5752518137865432,0.5981489372077191,0
1.4556172754748173,2.5868570938002704,0
2.1109225897098662,4.190455625809978,0
0.8490064225776972,1.0094636748693118,0
2.375698018345672,1.433702270397228,0
1.399361310081195,2.099651365087641,0
1.7083062502067232,1.4965243458838007,0
1.398293387770603,0.4493365689338673,0
3.852278184508938,2.0685629748060275,0
1.986502775262066,0.9376962862738951,0
0.9422890710440996,2.4735924306351817,0
2.822544912103189,1.0805757657661967,0
0.7791563500289778,3.5499344050175394,0
2.2088635950047553,1.2167467076637628,0
0.04032987612022443,1.6779384837943243,0
0.6718139511015695,2.81351721736967,0
2.1968612358691235,0.7691356835660448,0
2.7384665799954107,2.2274599346041293,0
2.1713682811899706,3.3071427542824283,0
1.8843517176117595,0.39251676543877245,0
1.6988963044107113,2.184633858532304,0
0.5214780096325726,2.2598827942484236,0
1.2801557916052912,2.7818228717773104,0
1.5393612290402126,0.763049289121918,0
3.0571222262189157,0.6795433869157237,0
2.3436182895684614,2.5219415656168978,0
0.23695984463726605,2.2969846732331862,0
2.324083969394795,2.2504928503458768,0
1.6149177195836835,2.346448209496976,0
1.3230779996940414,1.3199752784215093,0
2.6116762888408678,2.2322536971610036,0
3.030999522495951,2.293072473298681,0
2.931280119116199,1.285648581973632,0
1.1607824767773613,3.865774511144757,0
1.6907876241487854,2.4738329209117875,0
2.331263431403564,0.8086965027973514,0
2.975545127122359,2.6565536086338297,0
1.52082576215471,1.0253183297726784,0
1.814341023336183,2.787084603742452,0
0.8936650259939718,3.158595579007404,0
0.8037933759193292,1.1793176816482895,0
2.812525822394198,2.9633761292443217,0
3.3562400285708227,2.4127809269364984,0
1.927989878419666,2.82206015999449,0
3.003532897892024,3.896792982653947,0
2.361636025047634,1.7546118839971294,0
1.3548802453948756,1.2462638356425104,0
2.361395605508414,1.1104855703744767,0
3.538036566465969,1.1841897150345617,0
1.9641739608900484,1.9228982905858958,0
3.564643655814006,2.341151974816644,0
-0.6197451040897444,2.276690799330019,0
2.821902504375224,2.8271832490360236,0
2.087047068238171,2.013001891877907,0
1.7009926495341325,3.453534077157317,0
2.0917607765355024,1.735343166762044,0
0.0124310853991072,4.720169166589619,0
1.780328112162488,2.625667347765006,0
2.3571125715117462,1.1428424435837174,0
3.4778940447415163,0.9291075019388877,0
1.4817297817263526,2.482472415243185,0
1.1915063971068123,1.7765372146741492,0
1.4982429564154636,2.714000494092092,0
2.915402117702074,2.473237624573545,0
2.3287511096596845,1.9271710873431271,0
1.4702397962329612,1.153206281931595,0
2.513267433113356,0.48515277531413536,0
2.0970775493480405,1.553485047932979,0
2.9686449905328893,2.8563987943234723,0
1.2979469061226476,2.2140937441302038,0
1.6723378534022317,0.754261221288012,0
1.6078918468678425,2.173180925851182,0
0.5364850518678814,2.385317379728837,0
2.296120277064576,1.1161425637988671,0
2.261055272179889,2.153725105945528,0
2.005113456642461,2.058208718446,0
1.7654128666248532,0.8570297021693769,0
7.357787360348283,6.171004989077928,1
7.560784526368234,6.439818959803031,1
8.083051243175277,7.747293605123262,1
8.053802052034904,7.610370265433465,1
5.6223306320429085,6.979098406035852,1
6.062174960084877,7.117327383308782,1
7.51503526720866,8.277664895788424,1
7.513785950912209,6.40842861116417,1
7.515047686306048,7.547097381170038,1
10.85273149065472,6.797807347566106,1
7.570890510693167,6.782318796772779,1
