feature1,feature2,feature3,feature4,target
2.496714153011233,3.2504928503458768,0.17100498907792772,3.937320902726828,0
1.8617356988288154,3.346448209496976,0.43981895980303043,4.955142320501238,0
2.6476885381006925,2.3199752784215093,1.7472936051232617,3.014273953664456,0
3.5230298564080256,3.2322536971610036,1.6103702654334648,4.504046515517844,0
1.765846625276664,3.293072473298681,0.9790984060358519,3.469742381627559,0
1.7658630430508195,2.285648581973632,1.117327383308782,3.2071271677376556,0
3.5792128155073915,4.865774511144757,2.277664895788425,3.8929696400454423,0
2.767434729152909,3.4738329209117875,0.40842861116417006,2.964757677580626,0
1.5305256140650478,1.8086965027973514,1.547097381170038,3.4463506946528177,0
2.5425600435859645,3.6565536086338297,0.7978073475661059,2.8021221074111518,0
1.5365823071875377,2.0253183297726784,0.7823187967727797,5.9647251329163895,0
1.534270246429743,3.787084603742452,2.09877685198719,4.035263551971728,0
2.241962271566034,4.158595579007404,1.8254163489880297,3.3002744920074143,0
0.08671975534220211,2.1793176816482895,1.8135096360006386,4.213979910734222,0
0.27508216748696723,3.9633761292443217,2.305478807154329,3.88767195030917,0
1.4377124707590272,3.4127809269364984,1.0210038416327591,3.779030400466777,0
0.9871688796655762,3.82206015999449,1.681952971294964,4.614166700043425,0
2.314247332595274,4.896792982653947,0.689733243406544,4.757507710047305,0
1.0919759244787892,2.7546118839971294,1.3241663524884422,3.4694988523894725,0
0.5876962986647085,2.2462638356425106,0.8698569456323154,3.42418175935532,0
3.465648768921554,2.1104855703744767,1.0969959649927181,3.724948302848356,0
1.7742236995134644,2.1841897150345617,1.5951570254369136,1.6980788352644152,0
2.0675282046879238,2.922898290585896,0.18177931676652748,2.4848089378014477,0
0.5752518137865432,3.341151974816644,3.0923872756854602,5.3668742674445244,0
1.4556172754748173,3.276690799330019,-0.00601738149970199,5.644967713501284,0
2.1109225897098662,3.8271832490360236,-0.21418861278773216,3.7509639604436216,0
0.8490064225776972,3.013001891877907,2.1581108735000676,4.576556963055767,0
2.375698018345672,4.453534077157316,1.7916626939629359,4.311250154543536,0
1.399361310081195,2.735343166762044,1.6241198170521551,7.078880808455238,0
1.7083062502067232,5.720169166589619,1.62834550926428,5.119574911434577,0
1.398293387770603,3.625667347765006,0.9877532271530853,3.8720824085192334,0
3.852278184508938,2.1428424435837172,0.10274562851416846,3.0444595593995745,0
1.986502775262066,1.9291075019388877,1.0758045581937263,2.3935536797424275,0
0.9422890710440996,3.482472415243185,0.3228382884878883,4.203463635867223,0
2.822544912103189,2.776537214674149,1.9751197334177513,3.2436492547156965,0
0.7791563500289778,3.714000494092092,0.8529426184978613,2.5777462904023256,0
2.2088635950047553,3.473237624573545,0.17450280320748845,3.3534271157574733,0
0.04032987612022443,2.9271710873431274,0.6786141583470066,2.9184519963856053,0
0.6718139511015695,2.153206281931595,1.4129314542756244,5.687141635072565,0
2.1968612358691235,1.4851527753141354,0.4362754471960253,4.8816397569494505,0
2.7384665799954107,2.5534850479329787,0.17777960443356855,3.9920273586833828,0
2.1713682811899706,3.8563987943234723,1.2436872114919124,5.479944138890026,0
1.8843517176117595,3.2140937441302038,1.2449665711087228,4.077368307647618,0
1.6988963044107113,1.754261221288012,0.49305682462887024,3.1387157986717362,0
0.5214780096325726,3.173180925851182,0.5289616943816773,5.5231240772696575,0
1.2801557916052912,3.385317379728837,1.2320499373576363,4.538910043684659,0
1.5393612290402126,2.116142563798867,-0.4480843414973241,2.962753845673544,0
3.0571222262189157,3.153725105945528,-0.40746377437655523,3.809661321916392,0
2.3436182895684614,3.058208718446,0.281555778747564,3.124381746615243,0
0.23695984463726605,1.857029702169377,0.7865528482881528,2.617200269035664,0
2.324083969394795,3.3577873603482833,1.3109075655980047,4.926177547531641,0
1.6149177195836835,3.5607845263682343,2.475356216949552,5.9094166404701305,0
1.3230779996940414,4.083051243175277,1.8576596232020193,2.6014324261808586,0
2.6116762888408678,4.053802052034903,0.8400614700365729,4.562969236690571,0
3.030999522495951,1.622330632042909,0.9809837920973111,3.349357430878173,0
2.931280119116199,2.062174960084877,-0.0025293646378088397,3.5128746162353037,0
1.1607824767773613,3.5150352672086598,0.9814868640076101,3.407606075761131,0
1.6907876241487854,3.513785950912209,0.7113413610798617,3.136009230320184,0
2.331263431403564,3.515047686306048,1.3227185603380895,4.048521627944827,0
2.975545127122359,6.852731490654721,0.17276905644767704,3.1690498835889622,0
1.52082576215471,3.570890510693167,1.5193465142411724,4.2704568257798385,0
1.814341023336183,4.135565640180599,2.5327389130025777,3.949761890550863,0
0.8936650259939718,3.9540017634932023,0.8912398515431424,3.7610519531335904,0
0.8037933759193292,3.651391251305798,1.4017117220989415,3.092436337958402,0
2.812525822394198,2.6847307553596544,1.6901439917111125,3.4232286694316674,0
3.3562400285708227,3.7589692204932676,0.5987795281141637,4.755391225825756,0
1.927989878419666,2.227174785462428,1.2240924818104169,4.500917187624381,0
3.003532897892024,2.763181393259991,1.0125924007817948,3.022444755201449,0
2.361636025047634,2.5146364521708966,1.0976760985488316,4.099332305429225,0
1.3548802453948756,3.0818741393863225,0.22699021614453352,4.751387123371789,0
2.361395605508414,5.314658566673509,1.0245101742589426,2.3305947188786282,0
3.538036566465969,1.132734807408252,1.4979982912454497,4.543360192379935,0
1.9641739608900484,3.6862601903745134,2.451143607795042,3.3373762410541534,0
3.564643655814006,1.3872841288103483,1.959270826085207,4.570598668593159,0
-0.6197451040897444,2.5280681342105664,3.1531824575115563,3.236740843457483,0
2.821902504375224,4.088950596967366,0.2326524371119505,2.195117899335481,0
2.087047068238171,3.0642800190954627,1.8723206367206782,2.3724575621168373,0
1.7009926495341325,1.9222552220706939,1.1833420057383517,4.048084946661382,0
2.0917607765355024,2.284696290740032,3.1898029332176723,4.259722501721482,0
0.0124310853991072,3.679597748934676,0.19170171464484853,3.095683374895591,0
1.780328112162488,2.2696333682828636,0.16027815781922394,4.638592458777374,0
2.3571125715117462,3.216458589581975,0.40060735455597785,2.33847993773104,0
3.4778940447415163,3.045571839903814,-1.1238957243098069,3.9339202013526835,0
1.4817297817263526,2.348399652394183,0.47424497831923895,2.7889838002375433,0
1.1915063971068123,5.143944089325325,0.24086733844630204,3.348163892197841,0
1.4982429564154636,3.633919022318011,1.1503937864762077,4.047398671316414,0
2.915402117702074,0.9748574133423928,1.3417559757771595,3.1395866347160477,0
2.3287511096596845,3.1864543147694278,2.8761708392158862,3.6154444557701746,0
1.4702397962329612,2.338213535231612,1.9504238381860501,5.0062928092144405,0
2.513267433113356,3.852433334796224,0.4230963443375969,3.423108130476851,0
2.0970775493480405,2.2074792615672996,0.10158532865164205,4.835692112065142,0
2.9686449905328893,2.885263558533101,1.4919191715065057,2.870293145342382,0
1.2979469061226476,3.5049872789804573,-0.3202332070206422,4.529804177915283,0
1.6723378534022317,3.8657551941701214,2.8314587658543537,5.4415686206579,0
1.6078918468678425,1.7997035929442238,2.179440120721287,1.5283554998727107,0
0.5364850518678814,2.6654987641590515,0.5308243478952952,3.203104744529523,0
2.296120277064576,2.525054688839044,-0.7131345290908775,4.57707212718054,0
2.261055272179889,2.3466707674262883,2.353872374165413,3.7969546139570074,0
2.005113456642461,4.765454240281096,0.8854601547473822,4.371145873371309,0
1.7654128666248532,3.4049817109609557,2.2378163119734618,3.3960148132841796,0
0.5846292579495858,1.7391160456649548,-0.5944276587943671,4.0865897874729,0
1.579354677234641,3.917861947054776,0.4006249770462271,3.8443227646079206,0
1.6572854834732305,5.122156197012633,1.005243699718183,5.167782061659807,0
1.197722730778381,4.032465260551147,1.046980593764742,4.254420843301213,0
1.8387142883339909,1.4806300340459866,0.5499345285207564,4.337602662075202,0
